"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.512704958E0,5.132526855E0,-8.756341095E0,-1.013841705E0,1.020020668E1
1.522779958E0,4.806654510E0,-8.802295532E0,-1.104553070E0,1.008981525E1
1.532853958E0,4.519551544E0,-8.859177246E0,-1.173709259E0,1.001443763E1
1.542927958E0,4.464316406E0,-8.438252563E0,-7.246430969E-1,9.573888182E0
1.553001958E0,4.423601074E0,-7.715555420E0,-1.586700439E-1,8.895123275E0
1.563076958E0,4.486320648E0,-6.987469482E0,-1.960922241E-1,8.306037255E0
1.573150958E0,4.798721008E0,-6.350843353E0,-6.405180359E-1,7.985687069E0
1.583224958E0,5.030289459E0,-5.907764740E0,-8.872050476E-1,7.809777786E0
1.593298958E0,5.226082306E0,-5.644162903E0,-7.463479614E-1,7.728230484E0
1.603373958E0,5.462440796E0,-5.585634613E0,-5.888754272E-1,7.834816383E0
1.613447958E0,5.490582275E0,-5.862409058E0,-5.575904846E-1,8.051412350E0
1.623521958E0,5.386847992E0,-5.828280029E0,-4.460723877E-1,7.948959678E0
1.633595958E0,5.291196899E0,-5.525310059E0,-3.900888062E-1,7.660155687E0
1.643669958E0,5.225333862E0,-5.134323120E0,-2.996768188E-1,7.331793373E0
1.653744958E0,5.158722382E0,-4.816234589E0,-2.180964661E-1,7.060885093E0
1.663818958E0,4.976850586E0,-4.745132446E0,-1.103205872E-1,6.877317378E0
1.673892958E0,4.981191559E0,-4.974156189E0,-1.175056458E-1,7.040476313E0
1.683967958E0,5.027445374E0,-5.226830750E0,-2.068698120E-1,7.255188611E0
1.694041958E0,5.059628448E0,-5.302273865E0,-8.083190918E-2,7.329425760E0
1.704115958E0,5.347779236E0,-5.430407410E0,2.291734314E-1,7.624997564E0
1.714189958E0,5.538033600E0,-5.733227692E0,2.363584900E-1,7.974683771E0
1.724263958E0,5.510041809E0,-5.900879059E0,7.319778442E-2,8.073802841E0
1.734338958E0,5.669160919E0,-5.987548828E0,7.858657837E-2,8.245987045E0
1.744412958E0,5.895490265E0,-6.153703308E0,7.679031372E-2,8.522368604E0
1.754486958E0,6.057004395E0,-6.448440399E0,-1.398092651E-1,8.848120278E0
1.764560958E0,6.367907867E0,-6.810238037E0,-3.611988831E-1,9.330597910E0
1.774635958E0,6.926845551E0,-7.228468323E0,-3.582051086E-1,1.001799653E1
1.784709958E0,7.411238251E0,-7.810757446E0,-3.216810608E-1,1.077208722E1
1.794783958E0,7.754324799E0,-8.434061279E0,-2.844085693E-1,1.146053363E1
1.804857958E0,8.373137970E0,-8.709488525E0,-2.347119141E-1,1.208386195E1
1.814932958E0,9.099128265E0,-8.746611328E0,-5.047503662E-1,1.263139414E1
1.825006958E0,9.300758972E0,-8.643775177E0,-8.461903381E-1,1.272536855E1
1.835080958E0,9.308542786E0,-8.545878754E0,-9.632469177E-1,1.267315498E1
