"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.869513167E0,4.050427094E0,-2.532134399E0,3.062631226E-1,4.786591831E0
2.879587167E0,4.691543884E0,-1.566941528E0,9.961784363E-1,5.045618024E0
2.889662167E0,2.900368652E0,-1.744172974E0,1.767973480E0,3.818377654E0
2.899736167E0,1.069675598E0,-1.454375610E0,2.348466339E0,2.962213437E0
2.909810167E0,4.454736328E-1,-2.626737671E0,1.210832062E0,2.926484552E0
2.919885167E0,3.957769775E-1,-3.380270691E0,3.496728516E-1,3.421277607E0
2.929959167E0,2.945424957E0,-9.916728058E0,2.405348053E0,1.062086262E1
2.940033167E0,8.901090088E0,-2.408416672E1,4.498295746E0,2.606743478E1
2.950108167E0,8.359067230E0,-2.543301178E1,4.770130463E0,2.719312850E1
2.960182167E0,3.777993622E0,-1.773796371E1,5.731281738E0,1.901988914E1
2.970256167E0,4.617897034E-1,-1.063253952E1,5.866151276E0,1.215219639E1
2.980331167E0,-1.888622589E0,-5.882167969E0,5.972280579E0,8.592725447E0
2.990405167E0,-2.669848022E0,-3.798500977E0,5.272485809E0,7.025368655E0
3.000479167E0,-1.640289001E0,-4.933141479E0,3.799548798E0,6.439177271E0
3.010554167E0,-3.296145630E-1,-7.531288605E0,3.507655792E0,8.314601792E0
3.020628167E0,5.072950745E-1,-9.141490173E0,3.192261658E0,9.696119088E0
3.030702167E0,7.640112305E-1,-9.728719025E0,2.702779541E0,1.012604090E1
3.040777167E0,4.546046448E-1,-9.435927887E0,2.287243652E0,9.719819134E0
3.050851167E0,4.146377563E-2,-8.619525604E0,2.000589752E0,8.848745688E0
3.060925167E0,-1.251397705E-1,-7.590265961E0,1.758543091E0,7.792321292E0
3.071000167E0,-3.589535522E-1,-6.967560883E0,1.439257050E0,7.123707824E0
3.081074167E0,-4.968168640E-1,-7.191195831E0,1.017134857E0,7.279745037E0
3.091148167E0,-6.291416931E-1,-7.999365234E0,4.673281860E-1,8.037665025E0
3.101223167E0,-9.635462952E-1,-8.854387207E0,-1.920506287E-1,8.908730421E0
3.111297167E0,-1.587149506E0,-9.788145447E0,-7.189549255E-1,9.942018458E0
3.121371167E0,-3.121458893E0,-1.059841049E1,-1.268611908E0,1.112111446E1
3.131448750E0,-4.663103027E0,-1.138547379E1,-1.929936676E0,1.245384273E1
3.141523750E0,-5.789810028E0,-1.231698669E1,-2.515369263E0,1.384041704E1
